trans_id,lang,translation
אבא חושי/איינשטיין א,EN,Abba Hushi/Einstein A
אבא חושי/איינשטיין א,HE,אבא חושי/איינשטיין א
אבא חושי/איינשטיין א,AR,أبا حوشي / أينشتاين أ
אבא חושי/איינשטיין ב,HE,אבא חושי/איינשטיין ב
אבא חושי/איינשטיין ב,AR,أبا حوشي / أينشتاين ب
אבא חושי/איינשטיין ב,EN,Abba Hushi/Einstein B
אבא חושי/דר ארתור בירם,EN,Abba Hushi/Golda Meir
אבא חושי/דר ארתור בירם,HE,אבא חושי/דר ארתור בירם
אבא חושי/ווטסון,AR,أبا حوشي / وتسون
אבא חושי/ווטסון,HE,אבא חושי/ווטסון
אבא חושי/ווטסון,EN,Abba Hushi/Watson
אבא חושי/חנה רובינא,HE,אבא חושי/חנה רובינא
אבא חושי/חנה רובינא,EN,Abba Hushi
אבא חושי/טהון,EN,Abba Hushi/Thon
אבא חושי/טהון,HE,אבא חושי/טהון
אבא חושי/טהון,AR,أبا حوشي / طِهون
אבא חושי/מצפור זייד,AR,أبا حوشي / متسبور زايد
אבא חושי/מצפור זייד,EN,Abba Hushi/Zeid Observatory
אבא חושי/מצפור זייד,HE,אבא חושי/מצפור זייד
אבא חושי/מצפור תמר,EN,Abba Hushi/ Tamar Observatory
אבא חושי/מצפור תמר,HE,אבא חושי/מצפור תמר
אבא חושי/מצפור תמר,AR,أبا حوشي / متسبور تمار
אבא חושי/פארק הכרמל,EN,Abba Hushi/HaCarmel Park
אבא חושי/פארק הכרמל,HE,אבא חושי/פארק הכרמל
אבא חושי/פארק הכרמל,AR,أبا حوشي /بارك هكرمل
אבא חושי/קויפמן,EN,Abba Hushi/Kaufman
אבא חושי/קויפמן,AR,أبا حوشي / كويفمان
אבא חושי/קויפמן,HE,אבא חושי/קויפמן
אבא חושי/שבדיה,AR,أبا حوشي / شفيديا
אבא חושי/שבדיה,EN,Abba Hushi/Shvedia
אבא חושי/שבדיה,HE,אבא חושי/שבדיה
אבא חושי/שינדלר,EN,Abba Hushi/Schindler
אבא חושי/שינדלר,AR,أبا حوشي /شيندلر
אבא חושי/שינדלר,HE,אבא חושי/שינדלר
אבא חושי/שער חיפה,EN,Abba Hushi/Sha'ar Haifa
אבא חושי/שער חיפה,AR,أبا حوشي / شاعَر حيفا
אבא חושי/שער חיפה,HE,אבא חושי/שער חיפה
אבא-הלל קשב,HE,אבא-הלל קשב
אבא-הלל קשב,AR,أبا - هليل كيشڤ
אבא-הלל קשב,EN,Abba-Hillel Keshev
אבו בכר אל סדיק/יצחק רבין,EN,Abu Baker Al Sadik/Itzhak Rabin
אבו בכר אל סדיק/יצחק רבין,AR,أبو بكر الصدّيق/يتسحاك رابين
אבו בכר אל סדיק/יצחק רבין,HE,אבו בכר אל סדיק/יצחק רבין
אבו דאוד,EN,Abu Da'ud
אבו דאוד,HE,אבו דאוד
אבו דאוד,AR,ابو داوود
אבו ח'ושם א,EN,Abu Husham A
אבו ח'ושם א,AR,أبو خُشم أ
אבו ח'ושם א,HE,אבו ח'ושם א
אבו ח'ושם/חמזה בן ע. אל מטלב,HE,אבו ח'ושם/חמזה בן ע. אל מטלב
אבו ח'ושם/חמזה בן ע. אל מטלב,AR,أبو خُشم/حَمزة بِن عبد المطّلب
אבו ח'ושם/חמזה בן ע. אל מטלב,EN,Abu Husham/Hemza Ben A. El Metlab
אבו חצירא/החבצלת,HE,אבו חצירא/החבצלת
אבו חצירא/החבצלת,EN,Abu Hatzeira/Hahavatselet
אבו חצירא/החבצלת,AR,أبو حتسيرا/هَحفتْسيلت
אבו חצירא/העצמאות,AR,أبو حتسيرا/هَعتصمؤوت
אבו חצירא/העצמאות,EN,Abu Hatzeira/HaAtzmaouth
אבו חצירא/העצמאות,HE,אבו חצירא/העצמאות
אבו חצירא/חבלבל,EN,Abu Hatzeira/Havalval
אבו חצירא/חבלבל,HE,אבו חצירא/חבלבל
אבו חצירא/חבלבל,AR,أبو حتسيرا/حَبلبال
אבו ח'רובה/אלביאדר המזרחי,HE,אבו ח'רובה/אלביאדר המזרחי
אבו ח'רובה/אלביאדר המזרחי,EN,Abu Kharruba/Albeydar East
אבו ח'רובה/אלביאדר המזרחי,AR,أبو خرّوبة / البيادر الشرقي
אבו כף א,HE,אבו כף א
אבו כף א,EN,Abu Kaf A
אבו כף א,AR,أبو كف أ
אבו כף ב,AR,أبو كف ب
אבו כף ב,EN,Abu Kaf B
אבו כף ב,HE,אבו כף ב
אבו סוואי,AR,أبو صوَي
אבו סוואי,EN,Abu Saway
אבו סוואי,HE,אבו סוואי
אבו סנאן 1,HE,אבו סנאן 1
אבו סנאן 1,EN,Abu Snan 1
אבו סנאן 1,AR,ابوسنان 1
אבו סנאן 101,AR,ابوسنان 101
אבו סנאן 101,EN,Abu Snan 101
אבו סנאן 101,HE,אבו סנאן 101
אבו סנאן 104,EN,Abu Snan 104
אבו סנאן 104,HE,אבו סנאן 104
אבו סנאן 104,AR,ابوسنان 104
אבו סנאן 105,AR,ابوسنان 105
אבו סנאן 105,HE,אבו סנאן 105
אבו סנאן 105,EN,Abu Snan 105
אבו סנאן 105/100,EN,Abu Sinan/100/150
אבו סנאן 105/100,HE,אבו סנאן 105/100
אבו סנאן 105/100,AR,ابو سنان 100/ 105
אבו סנאן 105/103,AR,ابوسنان 103/ 105
אבו סנאן 105/103,HE,אבו סנאן 105/103
אבו סנאן 105/103,EN,Abu Snan 103/105
אבו סנאן 105/104,EN,Abu Sinan/104/105
אבו סנאן 105/104,HE,אבו סנאן 105/104
אבו סנאן 105/104,AR,ابو سنان 104/ 105
אבו סנאן 115/110,EN,Abu Snan 110/115
אבו סנאן 115/110,HE,אבו סנאן 115/110
אבו סנאן 115/110,AR,ابوسنان 115/110
אבו סנאן 120,HE,אבו סנאן 120
אבו סנאן 120,EN,Abu Snan 120
אבו סנאן 120,AR,ابوسنان 120
אבו סנאן 17,HE,אבו סנאן 17
אבו סנאן 17,AR,ابوسنان 17
אבו סנאן 17,EN,Abu Snan 17
אבו סנאן 18,HE,אבו סנאן 18
אבו סנאן 18,EN,Abu Snan 18
אבו סנאן 18,AR,ابوسنان 18
אבו סנאן 3,AR,ابوسنان 2
אבו סנאן 3,EN,Abu Snan 3
אבו סנאן 3,HE,אבו סנאן 3
אבו סנאן 5,EN,Abu Snan 5
אבו סנאן 5,HE,אבו סנאן 5
אבו סנאן 5,AR,ابوسنان 5
אבו סנאן 6,EN,Abu Snan 6
אבו סנאן 6,AR,ابو سنان 6
אבו סנאן 6,HE,אבו סנאן 6
אבו סנאן 8,AR,ابوسنان 8
אבו סנאן 8,EN,Abu Snan 8
אבו סנאן 8,HE,אבו סנאן 8
אבו סנאן 9,HE,אבו סנאן 9
אבו סנאן 9,EN,Abu Snan 9
אבו סנאן 9,AR,ابو سنان 9
אבו סנאן חיילים משוחררים א,AR,أبو سنان جنود مسرّحون أ
אבו סנאן חיילים משוחררים א,HE,אבו סנאן חיילים משוחררים א
אבו סנאן חיילים משוחררים א,EN,Hayalim Meshuhrarim A
אבו סנאן חיילים משוחררים ב,HE,אבו סנאן חיילים משוחררים ב
אבו סנאן חיילים משוחררים ב,AR,أبو سنان جنود مسرّحون ب
אבו סנאן חיילים משוחררים ב,EN,Hayalim Meshuhrarim B
אבו סנאן חיילים משוחררים ג,EN,Abu Snan Hayalim Meshuhrarim C
אבו סנאן חיילים משוחררים ג,HE,אבו סנאן חיילים משוחררים ג
אבו סנאן חיילים משוחררים ד,AR,أبو سنان جنود مسرّحون د
אבו סנאן חיילים משוחררים ד,HE,אבו סנאן חיילים משוחררים ד
אבו סנאן חיילים משוחררים ד,EN,Abu Snan Hayalim Meshuhrarim D
אבו סנאן סולטאן באשא א,HE,אבו סנאן סולטאן באשא א
אבו סנאן סולטאן באשא א,EN,Abu Snan Sultan Basha A
אבו סנאן סולטאן באשא א,AR,أبو سنان سلطان باشا  أ
אבו סנאן סולטאן באשא ב,HE,אבו סנאן סולטאן באשא ב
אבו סנאן סולטאן באשא ב,EN,Abu Snan Sultan Basha B
אבו סנאן סולטאן באשא ב,AR,أبو سنان سلطان باشا  ب
אבו סנאן סולטאן באשא ג,EN,Abu Snan Sultan Basha C
אבו סנאן סולטאן באשא ג,AR,أبو سنان سلطان باشا  ج
אבו סנאן סולטאן באשא ג,HE,אבו סנאן סולטאן באשא ג
אבו סנאן סולטאן באשא ד,HE,אבו סנאן סולטאן באשא ד
אבו סנאן סולטאן באשא ד,AR,أبو سنان سلطان باشا  د
אבו סנאן סולטאן באשא ד,EN,Abu Snan Sultan Basha D
אבו סנאן סולטאן באשא ה,EN,Abu Snan Sultan Basha E
אבו סנאן סולטאן באשא ה,AR,ابو سنان سلطان باشا ه
אבו סנאן סולטאן באשא ה,HE,אבו סנאן סולטאן באשא ה
אבו סנאן סולטאן באשא ו,EN,Abu Snan Sultan Basha F
אבו סנאן סולטאן באשא ו,AR,أبو سنان سلطان باشا و
אבו סנאן סולטאן באשא ו,HE,אבו סנאן סולטאן באשא ו
אבו סנאן סולטאן באשא ח,EN,Abu Snan Sultan Basha H
אבו סנאן סולטאן באשא ח,AR,أبو سنان سلطان باشا  ح
אבו סנאן סולטאן באשא ח,HE,אבו סנאן סולטאן באשא ח
אבו סנאן/כיכר השלום,AR,ابو سنان/دوّار السلام
אבו סנאן/כיכר השלום,EN,Abu Snan/Hashalom Square
אבו סנאן/כיכר השלום,HE,אבו סנאן/כיכר השלום
אבו עובדיה,HE,אבו עובדיה
אבו עובדיה,EN,Abu Ovadia
אבו עובדיה,AR,أبو عبيدة
אבו עיסא,EN,Abu Issa
אבו עיסא,HE,אבו עיסא
אבו עיסא,AR,ابو عيسى
אבו צאלח,EN,Abu Salah
אבו צאלח,HE,אבו צאלח
אבו צאלח,AR,ابو صالح
אבו קרינאת,EN,Abu Qrenat
אבו קרינאת,HE,אבו קרינאת
אבו קרינאת,AR,ابو قرينات
אבו קרינאת 1,HE,אבו קרינאת 1
אבו קרינאת 1,EN,Abu Qrenat 1
אבו קרינאת 1,AR,ابوقرينات 1
אבו קרינאת 2,EN,Abu Qrenat 2
אבו קרינאת 2,AR,ابوقرينات 2
אבו קרינאת 2,HE,אבו קרינאת 2
אבו קרינאת 3,HE,אבו קרינאת 3
אבו קרינאת 3,EN,Abu Qrenat 3
אבו קרינאת 3,AR,ابوقرينات 3
אבו שבה,EN,Abu Shaba
אבו שבה,HE,אבו שבה
אבו שבה,AR,أبو شبه
אבו שהאב/שפרעם,EN,Abu Shahab/Shfar'am
אבו שהאב/שפרעם,HE,אבו שהאב/שפרעם
אבו שהאב/שפרעם,AR,أبو شهاب/شفرعام
אבו שרה,EN,Abu Sara
אבו שרה,AR,أبو ساره
אבו שרה,HE,אבו שרה
אבוחצירא/הרמב"ם,AR,أبو حتسيرا/هَرمبام
אבוחצירא/הרמב"ם,EN,Abu Hatzeira/HaRambam
אבוחצירא/הרמב"ם,HE,אבוחצירא/הרמב"ם
אבוחצירא/חי כהן,EN,Abu Hatzeira/Hai Cohen
אבוחצירא/חי כהן,AR,أبو حتسيرا/حاي كوهين
אבוחצירא/חי כהן,HE,אבוחצירא/חי כהן
אבוחצירא/חי-כהן,HE,אבוחצירא/חי-כהן
אבוחצירא/חי-כהן,EN,Abu Hatzeira/Hai-Cohen
אבוחצירא/חי-כהן,AR,أبو حتسيرا/حاي - كوهين
אבו-עמר,AR,أبو عمر
אבו-עמר,HE,אבו-עמר
אבו-עמר,EN,Abu-Amar
אבוקה/מורדי הגטאות,HE,אבוקה/מורדי הגטאות
אבוקה/מורדי הגטאות,EN,Avuka/Mordei Hageta'ot
אבוקה/מורדי הגטאות,AR,أڤوكا/مورْدي هجيتؤوت
אבו-שרה,AR,أبو ساره
אבו-שרה,HE,אבו-שרה
אבו-שרה,EN,Abu Sara
אבי אורן/אמסטרדם,AR,افي أورن/أمستردام
אבי אורן/אמסטרדם,EN,Avi Oren/Amsterdam
אבי אורן/אמסטרדם,HE,אבי אורן/אמסטרדם
אבי אורן/דנמרק,HE,אבי אורן/דנמרק
אבי אורן/דנמרק,AR,افي أورن/دنمارك
אבי אורן/דנמרק,EN,Avi Oren/Denmark
אבי אורן/דרך יצחק רבין,EN,Avi Oren/Derech Itzhak Rabin
אבי אורן/דרך יצחק רבין,AR,افي أورن/ديريخ يتسحاك رابين
אבי אורן/דרך יצחק רבין,HE,אבי אורן/דרך יצחק רבין
אבי אורן/קפלן,EN,Avi Oren/Kaplan
אבי אורן/קפלן,AR,افي أورن/كابلان
אבי אורן/קפלן,HE,אבי אורן/קפלן
אבי האסירים,HE,אבי האסירים
אבי האסירים,EN,Avi HaAsEerim
אבי האסירים,AR,أڤي هأسيريم
אבי עזרי א,AR,أڤي عيزري أ
אבי עזרי א,EN,Avi Ezri A
אבי עזרי א,HE,אבי עזרי א
אבי עזרי ב,AR,أڤي عيزري ب
אבי עזרי ב,EN,Avi Ezri B
אבי עזרי ב,HE,אבי עזרי ב
אבי עזרי ו,AR,أڤي عيزري و
אבי עזרי ו,EN,Avi Ezri F
אבי עזרי ו,HE,אבי עזרי ו
אבי עזרי ז,HE,אבי עזרי ז
אבי עזרי ז,EN,Avi Ezri G
אבי עזרי ז,AR,أڤي عيزري ز
'אביאל א,AR,أفيئيل أ'
'אביאל א,EN,Aviel A'
'אביאל א,HE,'אביאל א
'אביאל ב,EN,Aviel B
'אביאל ב,AR,افيئيل  ب'
'אביאל ב,HE,'אביאל ב
'אביאל ג,HE,'אביאל ג
'אביאל ג,EN,Aviel C
'אביאל ג,AR,افيئيل  ج'
אביב/ביכורים,AR,أفيف/بيخوريم
אביב/ביכורים,HE,אביב/ביכורים
אביב/ביכורים,EN,Aviv/Bikurim
אביב/נשיאי ישראל,EN,Aviv/Nesiei Israel
אביב/נשיאי ישראל,HE,אביב/נשיאי ישראל
אביב/נשיאי ישראל,AR,أفيف/نْسيئي يسرائيل
אביב/קציר,AR,أفيف/كَتسير
אביב/קציר,EN,Aviv/Katsir
אביב/קציר,HE,אביב/קציר
אביבים 2,EN,Avivim 2
אביבים 2,HE,אביבים 2
אביבים 2,AR,أڤيڤيم 2
אביבים יציאה,AR,أفيفيم خروج
אביבים יציאה,EN,Avivim Exit
אביבים יציאה,HE,אביבים יציאה
אביבים כניסה,HE,אביבים כניסה
אביבים כניסה,AR,أفيفيم دخول
אביבים כניסה,EN,Avivim Entrance
אביבים מר.,HE,אביבים מר.
אביבים מר.,AR,أفيفيم مر.
אביבים מר.,EN,Avivim Center
אביבים/דגניה,AR,أفيفيم/دَجَنيا
אביבים/דגניה,EN,Avivim/Degania
אביבים/דגניה,HE,אביבים/דגניה
אביגדור המאירי/שלום אש,AR,أڤيچدور همئيري/شالوم إيش
אביגדור המאירי/שלום אש,EN,Avigdor HaMeieiri/Shalom Ash
אביגדור המאירי/שלום אש,HE,אביגדור המאירי/שלום אש
אביגדור/כפר ורבורג,AR,أڤيغدور/كفار ڤربورغ
אביגדור/כפר ורבורג,HE,אביגדור/כפר ורבורג
אביגדור/כפר ורבורג,EN,Avigdor/Kfar Varburg
אביגור,EN,Avigor
אביגור,HE,אביגור
אביגור,AR,أڤيغور
אביגור/ליפצין,AR,أڤيغور/ليفتسين
אביגור/ליפצין,EN,Avigor/Lipzin
אביגור/ליפצין,HE,אביגור/ליפצין
אביטל א,AR,أڤيطال أ
אביטל א,EN,Avital A
אביטל א,HE,אביטל א
אביטל ב,HE,אביטל ב
אביטל ב,EN,Avital B
אביטל ב,AR,أڤيطال ب
אביטל ג,HE,אביטל ג
אביטל ג,AR,أڤيطال ج
אביטל ג,EN,Avital C
אביטל ד,HE,אביטל ד
אביטל ד,AR,أڤيطال د
אביטל ד,EN,Avital D
אביטל/עצמון,HE,אביטל/עצמון
אביטל/עצמון,EN,Avital/Atsmon
אביטל/עצמון,AR,أڤيطال/عَتصمون
אבימלך/ראובן,AR,أفيميلخ/روبين
אבימלך/ראובן,EN,Avimelech/Reuven
אבימלך/ראובן,HE,אבימלך/ראובן
אביעזר - מרכז א,AR,أڤيعيزر - مركز أ
אביעזר - מרכז א,EN,Aviezer - Center A
אביעזר - מרכז א,HE,אביעזר - מרכז א
אביעזר - מרכז ב,HE,אביעזר - מרכז ב
אביעזר - מרכז ב,AR,أڤيعيزر - مركز ب
אביעזר - מרכז ב,EN,Aviezer - Center B
אביעזר - מרכז ג,EN,Aviezer - Center C
אביעזר - מרכז ג,HE,אביעזר - מרכז ג
אביעזר - מרכז ג,AR,أڤيعيزر - مركز ج
אביר יעקב,EN,Abir Yaakov
אביר יעקב,AR,أفير يعكوف
אביר יעקב,HE,אביר יעקב
אביר יעקב/השופטים,AR,أفير يعكوف/هَشوفتيم
אביר יעקב/השופטים,EN,Abir Yaakov/Hashoftim
אביר יעקב/השופטים,HE,אביר יעקב/השופטים
אביר יעקב/לילך,EN,Abir Yaakov/Lilah
אביר יעקב/לילך,HE,אביר יעקב/לילך
אביר יעקב/לילך,AR,أڤير يعكوف/ليلاخ
אביר יעקב/מעייני הישועה,EN,Abir Yaakov/Ma'ayanei HaYeshua
אביר יעקב/מעייני הישועה,HE,אביר יעקב/מעייני הישועה
אביר יעקב/מעייני הישועה,AR,أڤير يعكوف/معيني هَيشوعا
אבירי יעקב/אבני חפץ,EN,Abiri Yaakov/Avnei Hefetz
אבירי יעקב/אבני חפץ,AR,أڤيري يعكوف/أفني حيفتس
אבירי יעקב/אבני חפץ,HE,אבירי יעקב/אבני חפץ
אבירי יעקב/מבשר טוב,EN,Abiri Yaakov/Mevaser Tov
אבירי יעקב/מבשר טוב,AR,أڤيري يعكوف/مِڤسير توڤ
אבירי יעקב/מבשר טוב,HE,אבירי יעקב/מבשר טוב
אבירי יעקב/שיבת ציון,AR,أڤيري يعكوف/شيفات تسيون
אבירי יעקב/שיבת ציון,HE,אבירי יעקב/שיבת ציון
אבירי יעקב/שיבת ציון,EN,Abiri Yaakov/Shivat Zion
אבירים 1,HE,אבירים 1
אבירים 1,AR,أفيريم 1
אבירים 1,EN,Abirim 1
אבירים א,HE,אבירים א
אבירים א,AR,أفيريم أ
אבירים א,EN,Abirim A
אבירים ב,AR,أفيريم ب
אבירים ב,HE,אבירים ב
אבירים ב,EN,Abirim B
'אבל פן/לייבוביץ,HE,'אבל פן/לייבוביץ
'אבל פן/לייבוביץ,EN,Abel Pann/Leibovitch
'אבל פן/לייבוביץ,AR,أبيل بان/ ليبوفيتش'
אבן בטוטה/אבן ח'לדון,EN,Ibn Batuta/Ibn Haldoun
אבן בטוטה/אבן ח'לדון,AR,إبن بطوطة/ إبن خلدون
אבן בטוטה/אבן ח'לדון,HE,אבן בטוטה/אבן ח'לדון
אבן גבירול,HE,אבן גבירול
אבן גבירול,AR,إيڤن جڤيرول
אבן גבירול,EN,Ibn Gabirol
